Vurderings Id;Vitenskapelig navn;Norsk navn;Kategori;Kriterier;Latinsknavn Id;Norge/Svalbard;Ekspertgruppe;Påvirkningsfaktorer;Naturtyper,,,,,,,,,,,,
"N/100410;Antennaria porsildii;grønnkattefot;VU;""B2a((i))b(ii,iii,iv,""v)""""";145669;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;"A"",,,,,,,,,";;;;
"N/101878;Primula nutans finmarchia;finnmarksnøkleblom;VU;""B2a((i))b(ii,iii,iv,""v)""""";101878;N;Karplanter;"Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.)";F | V,,,,,,,;;;;
"N/100149;Poa bulbosa;løkrapp;VU;""D2"";100149;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning;B,,,,,,,,,,,,";;;;;;;;;
"N/100256;Aethusa cynapium elata;skogpersille;VU;""A4(a,c)";" B1a((i),ii)b(ii,iii,iv,v)+2a((i),ii)b(ii,iii,iv,""v)""""";145666;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | S"",,,";;;
"N/102965;Rumex aquaticus protractus;varangerhøymol;VU;""B1a(ii)b(v)+2a(ii)b(v); D2"";102965;N;Karplanter;Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.);V | A,,,,,,,,,,,,";;;;;;;;;
"N/102808;Viola selkirkii;dalfiol;VU;""A4(a,""c)""""";102808;N;Karplanter;"Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogsdrift"", hogst og skjøtsel | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Masseuttak (leire, sand og grustak) | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring, kanalisering, utretting, moloer, terskler mm.)";S,,,,,;;;;
"N/103435;Rubus nemorosus;lundbjørnebær;VU;""D1+2"";103435;N;Karplanter;;,,,,,,,,,,,,";;;;;;;;;
"N/99668;Carex lapponica;lappstarr;VU;""A3(c); B2a((i))b(iii,""iv)""""";99668;N;Karplanter;Klimatiske endringer > Regionale;"V"",,,,,,,,,,,";;;;
"N/143531;Pilosella fuscoatra;ildsveve;VU;""A4(a,""c)""""";143531;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;"SM"",,,,,,,,,,,";;;;
"N/102022;Oxytropis deflexa norvegica;masimjelt;VU;""D1"";102022;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Andre;B,,,,,,,,,,,,";;;;;;;;;
"N/143599;Pilosella peleteriana boreades;lappmattesveve;VU;""B1a(ii)b(iii)+2a(ii)b(iii)"";143599;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;B,,,,,,,,,,,,";;;;;;;;;
"N/102663;Salix daphnoides;påskepil;VU;""A4(a,""c)""""";102663;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring, kanalisering, utretting, moloer, terskler mm.)";S | Fl,,,,,,;;;;
"N/143448;Antennaria lapponica;lappkattefot;VU;""B2a((i))b(iii)"";143448;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;A,,,,,,,,,,,,";;;;;;;;;
"N/102467;Pedicularis sylvatica hibernica;irsk myrklegg;VU;""A4(a,c)";" B1a((i))b(ii,iii,iv,v)+2a((i))b(ii,iii,iv,""v)""""";102467;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning;"SM | V"",,,,,";;;
"N/143566;Taraxacum aleurodes;vågåløvetann;VU;""A4(c)"";143566;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;A | B | SM,,,,,,,,,,,,";;;;;;;;;
"N/101384;Beta vulgaris maritima;strandbete;VU;""D1"";101384;N;Karplanter;Tilfeldig mortalitet > Andre;F,,,,,,,,,,,,";;;;;;;;;
"N/101474;Cerastium glutinosum;klisterarve;VU;""D1"";101474;N;Karplanter;;B,,,,,,,,,,,,";;;;;;;;;
"N/101089;Arabis hirsuta glaberrima;snau bergskrinneblom;VU;""A4(a,b,""c)""""";146019;N;Karplanter;Ukjent;"B | Ky"",,,,,,,,,,";;;;
"N/103055;Papaver dahlianum;;VU;""B1a((i))b(iv,v)+2a((i))b(iv,""v)""""";103055;N;Karplanter;Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Klimatiske endringer > Regionale;"Fl | B"",,,,,,,,,,";;;;
"N/99663;Carex holostoma;kløftstarr;VU;""B2a((i))b(iii)"";99663;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;B | A,,,,,,,,,,,,";;;;;;;;;
"N/99660;Carex hartmanii;hartmansstarr;VU;""A4(c); B2a((i))b(ii,iii,""iv)""""";99660;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Ukjent";F | B | S,,,,,,,,;;;;
"N/102966;Rumex bryhnii;berghøymol;VU;""A4(b,c)";" B1a(ii)b(ii,iii,iv,v)+2a(ii)b(ii,iii,iv,""v)""""";102966;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning på habitat > Landbruk > Jordbruk > Andre | Forurensing > Terrestrisk > Biocider;"F | Ky"",,,,,";;;
"N/100239;Sparganium erectum neglectum;nebbpiggknopp;VU;""D1"";100239;N;Karplanter;;L | Fl,,,,,,,,,,,,";;;;;;;;;
"N/99618;Carex bergrothii;flarkstarr;VU;""B1a((i))b(ii,iii,iv)+2a((i))b(ii,iii,""iv)""""";99618;N;Karplanter;Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting);"V"",,,,,,,,";;;;
"N/145646;Sorbus sognensis;sogneasal;VU;""D1"";145646;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;B | S,,,,,,,,,,,,";;;;;;;;;
"N/99757;Eleocharis parvula;dvergsivaks;VU;""B2a((i))b(ii,iii,""iv)""""";99757;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i marine miljø > Mudring"", dumping og utfyllinger i strandsonen (inkl. moloer og havneanlegg) | Påvirkning på habitat > Habitatpåvirkning i marine miljø > Åpning av innløp til poller | Forurensing > I vann > Næringssalter og organiske næringstoffer";M | F,,,,,,,,,;;;;
"N/103242;Alchemilla semidivisa;sunnmørsmarikåpe;VU;""D1"";103242;N;Karplanter;;Fl | B | S,,,,,,,,,,,,";;;;;;;;;
"N/100065;Hierochloe hirta;elvemarigras;VU;""B2a((i))b(i,ii,iii,""iv)""""";100065;N;Karplanter;"Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring"", kanalisering, utretting, moloer, terskler mm.)";F | Fl,,,,,;;;;
"N/101158;Cochlearia anglica;engelsk skjørbuksurt;VU;""D1+2"";101158;N;Karplanter;;F | Ky,,,,,,,,,,,,";;;;;;;;;
"N/102179;Gentiana pneumonanthe;klokkesøte;VU;""A4(a,b,""c)""""";102179;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning | Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogreising/treslagskifte > Treslagsskifte (gran på Vestlandet og nord for Saltfjellet"", fremmede treslag) | Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogreising/treslagskifte > Skogreising (aktiv gjenplanting av tidligere åpen mark)";V | Fl | SM,,,,,,,,,;;;;
"N/101837;Lysimachia minima;pusleblom;VU;""A4(b,c)";" B2a((i))b(i,ii,iii,iv,""v)""""";143505;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Tråkk og motorferdsel | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Masseuttak (leire"", sand og grustak) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Deponering (dumping, utfyllinger og avfallsdeponier) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Opphørt drift > Opphørt tråkk og motorferdsel";F | Ky,,,,,;;;
"N/100057;Glyceria declinata;buesøtgras;VU;""B2a((i))b(i,ii,iii,iv,""v)""""";100057;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring"", kanalisering, utretting, moloer, terskler mm.)";Fl | SM,,,,;;;;
"N/102817;Lythrum portula;vasskryp;VU;""A4(a,""c)""""";102817;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging | Forurensing > I vann > Næringssalter og organiske næringstoffer | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";L | Fl,,,,,,,,,;;;;
"N/100413;Antennaria villifera;sølvkattefot;VU;""B2a((i))b(ii,iii,""iv)""""";100413;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite;"A"",,,,,,,,,,";;;;
"N/102061;Trifolium montanum;bakkekløver;VU;""D2"";102061;N;Karplanter;Menneskelig forstyrrelse > Rekreasjon/turisme;B | SM,,,,,,,,,,,,";;;;;;;;;
"N/99374;Zannichellia palustris;vasskrans;VU;""A4(b,c)";" B2a((i))b(ii,iii,iv,""v)""""";99371;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging | Påvirkning på habitat > Habitatpåvirkning i marine miljø > Mudring, dumping og utfyllinger i strandsonen (inkl. moloer og havneanlegg) | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning";L | F,,,,,;;;
"N/103921;Thelypteris palustris;myrtelg;VU;""B2a((i))b(i,ii,iii,""iv)""""";103921;N;Karplanter;Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting);"V | Fl"",,,,,,,,,";;;;
"N/99505;Dactylorhiza sambucina;søstermarihand;VU;""A4(b,""c)""""";99505;N;Karplanter;Høsting > Flora-/faunakriminalitet | Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått;"B | S | SM | Ky"",,,,,,,,,,,";;;;
"N/103238;Alchemilla oxyodonta;kvassmarikåpe;VU;""B1a((i))b(iii)+2a((i))b(iii)"";103238;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;S | SM,,,,,,,,,,,,";;;;;;;;;
"N/103579;Crassula aquatica;firling;VU;""B2b(iii,iv,""v)c(iv)""""";103579;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging | Forurensing > Terrestrisk > Næringssalter og organiske næringsstoffer | Forurensing > I vann > Næringssalter og organiske næringstoffer";L | F | Fl | Ky,,,,,,,,;;;;
"N/101523;Moehringia lateriflora;russearve;VU;""B1a((i))b(iii)+2a((i))b(iii)"";101523;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;Fl | S,,,,,,,,,,,,";;;;;;;;;
"N/103543;Urtica urens;smånesle;VU;""B2b(iii,""iv)c(iv)""""";103543;N;Karplanter;Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite;"F | Å | Ko"",,,,,,,,,,,";;;;
"N/100127;Phleum phleoides;smaltimotei;VU;""A4(b,""c)";" B1a((i))b(iii)+2a((i))b(iii)""""";100127;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B"",,,,,,,,,,,";;;
"N/101640;Limonium vulgare;marrisp;VUº;""D1"";101640;N;Karplanter;;F,,,,,,,,,,,,";;;;;;;;;
"N/101559;Silene involucrata;småjonsokblom;VU;""D1"";101559;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;Fl | B,,,,,,,,,,,,";;;;;;;;;
"N/99702;Carex paniculata;toppstarr;VU;""B2a((i))b(ii,iii,""iv)""""";99702;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting);"Fl | SM | V"",,,,,,,,,,";;;;
"N/101030;Myosotis secunda;krypforglemmegei;VU;""D1+2"";101030;N;Karplanter;;S,,,,,,,,,,,,";;;;;;;;;
"N/101603;Stellaria palustris;myrstjerneblom;VU;""A4(a,c)";" B2a((i))b(ii,iii,iv,""v)""""";101603;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"F | V | Fl | SM"",,,,,,,,";;;
"N/103282;Cotoneaster laxiflorus;svartmispel;VU;""A4(a,""c)""""";143465;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Påvirkning fra stedegne arter > Konkurrenter | Fremmede arter > Konkurrenter";B | S,,,,,,,,,;;;;
"N/101864;Polemonium boreale;polarflokk;VU;""D1"";101864;N;Karplanter;Høsting > Flora-/faunakriminalitet;Ko | SM | Ky,,,,,,,,,,,,";;;;;;;;;
"N/99905;Aristavena setacea;bustsmyle;VU;""A4(a,""c)""""";99905;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Andre;"V | Ky | SM"",,,,,,,,,,,";;;;
"N/99651;Carex extensa;vipestarr;VU;""D1"";99651;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Turisme/rekreasjon (parker, idrettsanlegg, stier/løyper mm.)";F,,,,,,,,,,;;;;;;;;
"N/103973;Botrychium multifidum;høstmarinøkkel;VU;""A4(b,""c)""""";103973;N;Karplanter;;"S | SM"",,,,,,,,,,,";;;;
"N/103103;Clematis sibirica;skogranke;NT;""A4(c); B1a(ii)b(ii,iii,iv,v)+2a(ii)b(ii,iii,iv,""v)""""";103103;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst;"B | S"",,,,,,";;;;
"N/102191;Gentianella campestris campestris;engbakkesøte;NT;""A4(a,""c)""""";102191;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Ky | B | S | SM"",,,,,,,,,,,";;;;
"N/103638;Micranthes foliolosa;grynsildre;NT;""A4(a,b,c)";" B2a((i))b(ii,iii,iv,""v)""""";103638;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A | V"",,,,,,,";;;
"N/100383;Hydrocotyle vulgaris;skjoldblad;NT;""A4(c); B2b(ii,iii,""iv)""""";100383;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"F | V | Ky | Fl"",,,,,,,,,,";;;;
"N/101191;Draba cinerea;grårublom;NT;""B1a((i))+2a((i))"";101191;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;B,,,,,,,,,,,,";;;;;;;;;
"N/103869;Osmunda regalis;kongsbregne;NT;""B2a(i)"";103869;N;Karplanter;;S | Fl,,,,,,,,,,,,";;;;;;;;;
"N/100013;Elymus caninus muticus;småhundekveke;NT;""B2b(iii)"";100013;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring, kanalisering, utretting, moloer, terskler mm.)";S | Fl,,,,,,,,;;;;;;;;
"N/103365;Potentilla tabernaemontani;vårmure;NT;""B2a((i))b(iii)"";103365;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning;B | SM | Ky,,,,,,,,,,,,";;;;;;;;;
"N/100440;Artemisia norvegica;norsk malurt;NT;""A4(c)"";100440;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;Fl | B | A,,,,,,,,,,,,";;;;;;;;;
"N/99726;Carex scirpoidea;grønlandsstarr;NT;""B1a(i)+2a(i)"";99726;N;Karplanter;Klimatiske endringer > Regionale;A,,,,,,,,,,,,";;;;;;;;;
"N/99703;Carex parallela;smalstarr;NT;""A3(c)"";99703;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;A | V,,,,,,,,,,,,";;;;;;;;;
"N/103491;Sorbus meinichii;fagerrogn;NT;""A4(a,""c)""""";103491;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogreising/treslagskifte ;"B | S"",,,,,,,,,,,";;;;
"N/101869;Androsace septentrionalis;smånøkkel;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";101869;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";Ky | B | SM | Ko,,,,,,;;;
"N/100353;Peucedanum ostruthium;mesterrot;NT;""A4(c); B2b(ii,iii,""iv)""""";100353;N;Karplanter;;"SM | Ko"",,,,,,,,,,";;;;
"N/103878;Asplenium marinum;havburkne;NT;""B2a(i); D1"";103878;N;Karplanter;Forurensing > I vann > Oljeutslipp;F | B,,,,,,,,,,,,";;;;;;;;;
"N/99885;Alopecurus pratensis alpestris;finnmarksreverumpe;NT;""A4(c); B1b(iii)+2b(iii)"";99885;N;Karplanter;Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.);V | A,,,,,,,,,,,,";;;;;;;;;
"N/99734;Carex tenuiflora;trillingstarr;NT;""A4(b,c)";" B2b(i,ii,iii,""iv)""""";99734;N;Karplanter;Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting);"V"",,,,,,,,";;;
"N/102188;Gentianella campestris;bakkesøte;NT;""A4(a,""c)""""";102188;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått;"A | B | S | F | SM | Ky"",,,,,,,,,,,";;;;
"N/103363;Potentilla ×suberecta;heitepperot;NT;""A4(c); B2a((i))b(iii)"";103363;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning;SM,,,,,,,,,,,,";;;;;;;;;
"N/102241;Geranium columbinum;steinstorkenebb;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";102241;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;"B | SM | Ky"",,,,,,,,";;;
"N/102654;Salix ×arctogena;trippelvier;NT;""B1a(ii)b(iii)+2a(ii)b(iii)"";102654;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;Fl | A,,,,,,,,,,,,";;;;;;;;;
"N/102971;Rumex hydrolapathum;kjempehøymol;NTº;""D1"";102971;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting);F | SM | V,,,,,,,,,,,,";;;;;;;;;
"N/100566;Erigeron eriocephalus;ullbakkestjerne;NT;""A4(b,c)";" B2b(ii,iii,""iv)""""";100566;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A"",,,,,,,,,";;;
"N/103670;Saxifraga paniculata paniculata;sørlig bergjunker;NT;""A4(b,c)";" B1b(iii,iv,v)+2b(iii,iv,""v)""""";103670;N;Karplanter;Klimatiske endringer > Regionale > Endringer i nedbørsmengde | Klimatiske endringer > Regionale > Temperaturendring;"B"",,,,,,,";;;
"N/100567;Erigeron humilis;svartbakkestjerne;NT;""A4(b,c)";" B2b(ii,iii,""iv)""""";100567;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A"",,,,,,,,,";;;
"N/100204;Setaria viridis;grønn busthirse;NT;""B2b(iii)"";100204;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift | Forurensing > Terrestrisk > Næringssalter og organiske næringsstoffer;B | SM | Å,,,,,,,,,,,,";;;;;;;;;
"N/100929;Campanula cervicaria;stavklokke;NT;""A4(c,""e)""""";100929;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.)";B | S | SM,,,,,,,,,;;;;
"N/103880;Asplenium scolopendrium;hjortetunge;NT;""B2a(i)"";103880;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier, broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging";B,,,,,,,,,,;;;;;;;;
"N/101565;Silene nutans;nikkesmelle;NT;""A4(c)"";101565;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;B | SM,,,,,,,,,,,,";;;;;;;;;
"N/103497;Sorbus subarranensis;småasal;NT;""A4(c); B1a(ii)b(iii)+2a(ii)b(iii)"";103497;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;B | S,,,,,,,,,,,,";;;;;;;;;
"N/103246;Alchemilla taernaensis;nordlandsmarikåpe;NT;""B1a((i))+2a((i))"";103246;N;Karplanter;;S | SM,,,,,,,,,,,,";;;;;;;;;
"N/103188;Thalictrum simplex;rankfrøstjerne;NT;""A4(a,""c)""""";103188;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Fl | B | S | Å | SM | Ko"",,,,,,,,,,,";;;;
"N/103341;Potentilla arenosa chamissonis;flogmure;NT;""B2a((i))"";103341;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Annen påvirkning på habitat;B,,,,,,,,,,,,";;;;;;;;;
"N/99642;Carex disperma;veikstarr;NT;""A4(c); B2b(iii)"";99642;N;Karplanter;Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting);S | V,,,,,,,,,,,,";;;;;;;;;
"N/100476;Carlina vulgaris vulgaris;liten stjernetistel;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";100476;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging";B | S | Ko,,,,,,;;;
