Taxon Id;Species name;Scientific name;Species group;Category;Sightings;Landscape type;Red List Category;Red List Criterion
1563;bohuslind;Tilia platyphyllos;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;D
1575;gotländsk haverrot;Tragopogon crocifolius;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B1ab(iii,v)+2ab(iii,v)
1579;sjönöt;Trapa natans;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;RE;
1603;alpklöver;Trifolium alpestre;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;EN;"A2ab; B1ab(iii,iv,v)+2ab(iii,iv,v); C1"
221317;gullklöver;Trifolium aureum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;A2b
221333;backklöver;Trifolium montanum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2bc+4abc
221343;brunklöver;Trifolium spadiceum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
1605;venhavre;Trisetum subalpestre;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B2a
223246;skogsalm;Ulmus glabra;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;A3be+4abe
1628;vresalm;Ulmus laevis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;A3be
223248;lundalm;Ulmus minor;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;A3be
223253;etternässla;Urtica urens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;A2b
221049;småvänderot;Valeriana dioica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;A2b
1644;sommarklynne;Valerianella dentata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); C1+2a(i)"
1651;ölandskungsljus;Verbascum densiflorum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;"B2ab(iii,v); C2a(i)"
1652;grenigt kungsljus;Verbascum lychnitis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,v)
1654;skogsveronika;Veronica montana;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;"A2b; B2ab(ii,iii,v)"
1655;alvarveronika;Veronica praecox;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(ii,iii,iv,v)
221903;axveronika;Veronica spicata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
1656;klibbveronika;Veronica triphyllos;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2b; B2ab(ii,iii,iv,v)"
1658;buskvicker;Vicia dumetorum;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A2ab
1659;ärtvicker;Vicia pisiformis;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(ii,iii,v)
1660;luddvicker;Vicia villosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv,v)
1661;silverviol;Viola alba;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;B1ab(iii,v)
1662;bergviol;Viola collina;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,v)
1663;storviol;Viola elatior;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;B1ab(iii,v)+2ab(iii,v)
222009;sandviol;Viola rupestris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2b
1664;lappviol;Viola rupestris subsp. relicta;kärlväxt;Underart;0;Fjäll (F) - Stor betydelse;NT;B2a
224409;vanlig sandviol;Viola rupestris subsp. rupestris;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4bc
1665;skuggviol;Viola selkirkii;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(iii,v)
222005;strandviol;Viola stagnina;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;VU;A2bc
1955;klittviol;Viola tricolor subsp. curtisii;kärlväxt;Underart;0;Havsstrand (H) - Stor betydelse;VU;B2ab(v)
1666;sumpviol;Viola uliginosa;kärlväxt;Art;0;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;"A2b; B2ab(ii,iii)"
224078;spenslig fjällnejlika;Viscaria alpina var. serpentinicola;kärlväxt;Varietet;0;Skog (S) - Stor betydelse;NT;
1671;ekorrsvingel;Vulpia bromoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(ii,iii,iv)c(iv)
1956;smalt ålgräs;Zostera angustifolia;kärlväxt;Art;0;Marin miljö (M) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C1"
219616;ålgräs;Zostera marina;kärlväxt;Art;0;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse;VU;A2b
1683;dvärgålgräs;Zostera noltii;kärlväxt;Art;0;Marin miljö (M) - Stor betydelse;VU;"A2b; B2ab(ii,iii,v)"
